time[s] x1[m] x2[m] x1_dot[m/s] x2_dot[m/s]
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.999999999999999124e-05 5.466884770448250907e-08 6.570217427499046826e-15 1.093342315388003442e-03 1.977645420163491171e-10
1.100000000000000066e-03 6.610734817086556246e-06 9.620440079307708833e-12 1.201531762543994915e-02 2.711270161084306744e-08
1.110000000000000049e-02 6.688255968824847976e-04 1.884170893728611481e-08 1.200727386319590667e-01 5.984424685780200681e-06
6.256316125243670256e-02 2.050247696371190406e-02 1.141257623751317734e-05 6.403025907570681907e-01 6.998923490065286739e-04
1.625631612524366942e-01 1.276229931778225801e-01 4.539742263505450789e-04 1.457809609076813562e+00 1.077130075537036276e-02
2.625631612524367275e-01 3.018992698910211714e-01 2.853922960191004887e-03 1.967030499015311795e+00 4.131584067236745983e-02
3.625631612524367053e-01 5.095413014916047034e-01 9.601686563735115781e-03 2.142670091458775072e+00 9.819643442884559703e-02
4.625631612524366831e-01 7.235889266991301083e-01 2.338193531894441901e-02 2.102724023608270265e+00 1.816029870368732202e-01
5.625631612524366609e-01 9.217891546922976076e-01 4.666927978516374753e-02 1.815402862720156607e+00 2.872661505367082313e-01
6.625631612524366387e-01 1.078931460881282556e+00 8.129089370795428149e-02 1.309867820356917179e+00 4.064709145832139936e-01
7.625631612524366165e-01 1.184578498687090420e+00 1.280127369816858873e-01 8.123922056510962664e-01 5.271630407377352334e-01
8.625631612524365943e-01 1.242767685019740220e+00 1.863632986891283205e-01 3.652131357372874754e-01 6.370810008951591774e-01
9.625631612524365721e-01 1.261221944535960038e+00 2.547019180824950935e-01 1.807559017175558447e-02 7.252693005654804459e-01
1.062563161252436661e+00 1.250380378494431399e+00 3.304008364338473225e-01 -2.038062934767764234e-01 7.830680220999430841e-01
1.162563161252436750e+00 1.226535323528797461e+00 4.101159614716303192e-01 -2.446348513227294408e-01 8.050171789739942740e-01
1.262563161252436839e+00 1.208067793180390259e+00 4.901586498667354075e-01 -9.818979533022373363e-02 7.897455745792461013e-01
1.362563161252436927e+00 1.207825974075986020e+00 5.669102715914060564e-01 8.859341184339716846e-02 7.398898271237538404e-01
1.462563161252437016e+00 1.226058020547317051e+00 6.371436257919054214e-01 2.753184771735790459e-01 6.602920868331535464e-01
1.562563161252437105e+00 1.261273078667546121e+00 6.981772304178617272e-01 4.220013408475494776e-01 5.569606369523245615e-01
1.662563161252437194e+00 1.309562792429039169e+00 7.479618953620809085e-01 5.364815596796035368e-01 4.364260045047841374e-01
1.762563161252437283e+00 1.367141294250882488e+00 7.851131033375903234e-01 6.113528200157476444e-01 3.054067058091463616e-01
1.862563161252437371e+00 1.430821243299190471e+00 8.089148773343075582e-01 6.538013541652786254e-01 1.705277636480451442e-01
1.962563161252437460e+00 1.495734622157425697e+00 8.192992558549720972e-01 6.297471417222594292e-01 3.803233625137886209e-02
2.062563161252437549e+00 1.553415813316582739e+00 8.167745492746307789e-01 5.098043435493652131e-01 -8.692577634111130214e-02
2.162563161252437638e+00 1.595302585126198158e+00 8.022847284401182222e-01 3.147353857480081896e-01 -2.008151127438260741e-01
2.262563161252437727e+00 1.614253495024646545e+00 7.770468822661715791e-01 6.025055258778561074e-02 -3.016922175885854984e-01
2.362563161252437816e+00 1.607358382307714217e+00 7.424015037103537384e-01 -1.968004054509284728e-01 -3.889320496515453751e-01
2.462563161252437904e+00 1.575199590973554775e+00 6.997139949711830287e-01 -4.442871372627666959e-01 -4.625813837088333380e-01
2.562563161252437993e+00 1.520557010632703543e+00 6.503237413077566087e-01 -6.262357038740778981e-01 -5.230630988628628408e-01
2.662563161252438082e+00 1.453835023171596630e+00 5.955396309737944760e-01 -7.040254839818528287e-01 -5.703613993301682727e-01
2.762563161252438171e+00 1.379538915969053203e+00 5.367150037824777176e-01 -7.760888960875699238e-01 -6.037758635357193260e-01
2.862563161252438260e+00 1.300194465669672006e+00 4.752616281792684250e-01 -8.075944405258811409e-01 -6.228726342921524495e-01
2.962563161252438348e+00 1.218937881724161620e+00 4.126282255774695873e-01 -8.072413515905656478e-01 -6.273434876162864438e-01
3.062563161252438437e+00 1.140989810538193927e+00 3.502882265990562849e-01 -7.433611283291965410e-01 -6.169441255133975011e-01
3.162563161252438526e+00 1.070566110843136798e+00 2.897492519815220713e-01 -6.715068138261304220e-01 -5.912671341730132424e-01
3.262563161252438615e+00 1.005760062377923036e+00 2.325410801482374612e-01 -6.210418359003069266e-01 -5.504353900905085695e-01
3.362563161252438704e+00 9.468789741957799322e-01 1.801361390385171346e-01 -5.627622288396243455e-01 -4.953977562326757345e-01
3.462563161252438793e+00 8.921008636577625328e-01 1.338836684002401856e-01 -5.291378881133137480e-01 -4.277287859152776317e-01
3.562563161252438881e+00 8.421774010502692809e-01 9.493513511372481117e-02 -4.708207865442448625e-01 -3.497161784828387021e-01
3.662563161252438970e+00 7.966897994039598974e-01 6.420088525193151652e-02 -4.408244899359045621e-01 -2.639188595814920824e-01
3.762563161252439059e+00 7.558883012068171592e-01 4.230779629932113206e-02 -3.595618330854711275e-01 -1.734067960474701686e-01
