time[s] x1[m] x2[m] x1_dot[m/s] x2_dot[m/s]
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.999999999999999124e-05 3.152675263724499050e-08 3.788903416376111715e-15 6.305310272585827993e-04 1.140479999823349299e-10
1.100000000000000066e-03 3.814245663880384435e-06 5.549959853678229670e-12 6.934496390449158311e-03 1.564313831431248372e-08
1.110000000000000049e-02 3.878424126106176065e-04 1.090599397874447739e-08 6.982244974338341903e-02 3.467380692451315551e-06
6.248709715944496951e-02 1.216165143933675696e-02 6.677044590296136218e-06 3.860677662170347024e-01 4.119145093653325059e-04
1.624870971594449820e-01 7.934053300751420235e-02 2.739235670278811641e-04 9.413494902431549516e-01 6.576642058594934191e-03
2.624870971594449598e-01 1.956327335739941331e-01 1.768983060413143685e-03 1.349366830861066457e+00 2.606324524555606037e-02
3.624870971594449376e-01 3.419502025943090273e-01 6.097885572488411648e-03 1.548888361195114305e+00 6.376089821112705669e-02
4.624870971594449154e-01 5.007132581721975839e-01 1.517505071239080502e-02 1.599039565916566374e+00 1.209806055446846496e-01
5.624870971594448932e-01 6.547256708454720631e-01 3.088677878354872952e-02 1.439521276297772712e+00 1.958558083885007517e-01
6.624870971594448710e-01 7.809364480718981039e-01 5.475233331963966915e-02 1.061160512262418143e+00 2.827878586263409821e-01
7.624870971594448488e-01 8.655635784400537158e-01 8.754861338269644133e-02 6.291272860051617677e-01 3.728234769626050382e-01
8.624870971594448266e-01 9.061747587291800743e-01 1.290859908903473074e-01 1.870347202372549811e-01 4.559274075691286399e-01
9.624870971594448044e-01 9.048543329952307701e-01 1.781756205461337839e-01 -2.042238987016136709e-01 5.223266494526094261e-01
1.062487097159444893e+00 8.684981406501386392e-01 2.327130021271681115e-01 -4.963433401868054817e-01 5.636568990868083828e-01
1.162487097159444982e+00 8.113689179153765751e-01 2.898745870430219918e-01 -6.162376698669875807e-01 5.741406992279866062e-01
1.262487097159445071e+00 7.523339391196381953e-01 3.464409772523363018e-01 -5.319221247058907309e-01 5.517674547148057052e-01
1.362487097159445160e+00 7.083450145788262597e-01 3.992006016144779013e-01 -3.389969241315906601e-01 4.986597433348546327e-01
1.462487097159445248e+00 6.868587074742591447e-01 4.453150707925294105e-01 -8.236532919680833453e-02 4.198871980491647449e-01
1.562487097159445337e+00 6.920038164511561618e-01 4.825546259303564178e-01 1.840554954706298818e-01 3.224404339375185891e-01
1.662487097159445426e+00 7.232950211535472684e-01 5.094460019524174044e-01 4.353657543994321477e-01 2.142897680753608480e-01
1.762487097159445515e+00 7.773305852855239007e-01 5.253277124299777778e-01 6.368753440037646651e-01 1.035725235345353878e-01
1.862487097159445604e+00 8.484470227677849419e-01 5.303277740808394203e-01 7.703674338783284004e-01 -2.165176042237718090e-03
1.962487097159445693e+00 9.277927050113309315e-01 5.252727603983412541e-01 7.947356818937431067e-01 -9.662795277347595302e-02
2.062487097159445781e+00 1.002613605488917425e+00 5.115218537532655319e-01 6.795123452781081097e-01 -1.755909479769293402e-01
2.162487097159445870e+00 1.059673177288557255e+00 4.907281074684693989e-01 4.415890214606638664e-01 -2.374296916301198435e-01
2.262487097159445959e+00 1.087555657295140144e+00 4.645798222056620186e-01 1.055138064593519887e-01 -2.830225459695873691e-01
2.362487097159446048e+00 1.079709402900499438e+00 4.345697632291787849e-01 -2.642267229016427854e-01 -3.152648655042625814e-01
2.462487097159446137e+00 1.034902966543022051e+00 4.018401205123667275e-01 -6.279230216740554482e-01 -3.381200871482338277e-01
2.562487097159446225e+00 9.565640456630764010e-01 3.671172033088351827e-01 -9.155772214299799927e-01 -3.558032952049181574e-01
2.662487097159446314e+00 8.566063638268973657e-01 3.307403054290271593e-01 -1.067942368833658229e+00 -3.715959659426205097e-01
2.762487097159446403e+00 7.454827885023573852e-01 2.928065931302342717e-01 -1.137027994651247820e+00 -3.870957804047561179e-01
2.862487097159446492e+00 6.329821334150832479e-01 2.533205966870663017e-01 -1.097822636034252675e+00 -4.025579074157289439e-01
2.962487097159446581e+00 5.288843374425775679e-01 2.123354807402819677e-01 -9.668292277090382303e-01 -4.167645689175608070e-01
3.062487097159446670e+00 4.428818991284517725e-01 1.700927667925394571e-01 -7.407028197780711753e-01 -4.271769080812232167e-01
3.162487097159446758e+00 3.818379261303019301e-01 1.271479560557414179e-01 -4.828447967368469373e-01 -4.301485805961796083e-01
3.262487097159446847e+00 3.454217986097120052e-01 8.443743374871140461e-02 -2.470407736214853822e-01 -4.219163285446724254e-01
3.362487097159446936e+00 3.315760132341118438e-01 4.324076265507553057e-02 -4.208995048357780377e-02 -3.994342760974839424e-01
3.462487097159447025e+00 3.342641484131120277e-01 5.090811787393907661e-03 8.691487665532854345e-02 -3.608065174866761371e-01
3.562487097159447114e+00 3.473596200186522265e-01 -2.837277328315064573e-02 1.621450067078907264e-01 -3.057918893020737383e-01
3.662487097159447202e+00 3.635008091313239320e-01 -5.556399015634980176e-02 1.479267040899885644e-01 -2.357370098013185644e-01
3.762487097159447291e+00 3.761707320003169208e-01 -7.512156741269097882e-02 1.079130267585572123e-01 -1.537508416116349363e-01
3.862487097159447380e+00 3.848795067962215710e-01 -8.605029216047942187e-02 5.898585863746527713e-02 -6.386415645718125644e-02
3.962487097159447469e+00 3.864057060472689265e-01 -8.778249183463823768e-02 -3.304892749850832367e-02 2.935234698328285929e-02
4.062487097159447558e+00 3.782772753895831674e-01 -8.024269924181019753e-02 -1.238466082736096041e-01 1.206855416758836341e-01
4.162487097159447202e+00 3.633873215825817460e-01 -6.387862803985831783e-02 -1.676033564487072192e-01 2.050557387342884230e-01
4.262487097159446847e+00 3.453034957056174692e-01 -3.960494285814703669e-02 -1.895540991075483628e-01 2.782470849418795522e-01
4.362487097159446492e+00 3.274274557918027684e-01 -8.714023365761647960e-03 -1.555106394004689696e-01 3.369430272846158925e-01
4.462487097159446137e+00 3.163586211432501960e-01 2.723439845742458773e-02 -5.990626174136939874e-02 3.792143384720705890e-01
4.562487097159445781e+00 3.155329075144058248e-01 6.656568612612100144e-02 4.503130891629628096e-02 4.046158501702863952e-01
4.662487097159445426e+00 3.276018902525036358e-01 1.076122118368493669e-01 2.116283710758177505e-01 4.137132529341729925e-01
4.762487097159445071e+00 3.588087841893073948e-01 1.488311061094684251e-01 4.067249729158816107e-01 4.085260686865639368e-01
4.862487097159444716e+00 4.080357084904837062e-01 1.889406366227119605e-01 5.778616080658798282e-01 3.920393904583288069e-01
4.962487097159444360e+00 4.739692868796039349e-01 2.269689301506525314e-01 7.314254012069121291e-01 3.674562342922977898e-01
5.062487097159444005e+00 5.517040259728961393e-01 2.622683657122156231e-01 8.135775358170406202e-01 3.379374038015253157e-01
5.162487097159443650e+00 6.355663083617693054e-01 2.944750174405132981e-01 8.553812953632576876e-01 3.059646170113946573e-01
5.262487097159443294e+00 7.200870682245127385e-01 3.234430897236311719e-01 8.215908078465191666e-01 2.734074501035703153e-01
5.362487097159442939e+00 7.973727928441521895e-01 3.491672148838870227e-01 7.095266014083636552e-01 2.411350338307321761e-01
5.462487097159442584e+00 8.596992734631814237e-01 3.716711649657130634e-01 5.328213377353814284e-01 2.088621147287498814e-01
5.562487097159442229e+00 9.033456351679326479e-01 3.909018831286090179e-01 3.346928454213624615e-01 1.754491275609885992e-01
5.662487097159441873e+00 9.263774647642917248e-01 4.066745520028057226e-01 1.311147590232507043e-01 1.394431532467053647e-01
5.762487097159441518e+00 9.304695755513899824e-01 4.186578311350960813e-01 -4.756833120917342006e-02 9.947437100584982650e-02
5.862487097159441163e+00 9.178943516342048525e-01 4.264071664473670920e-01 -1.924370592168214988e-01 5.465998353842886626e-02
5.962487097159440808e+00 8.947717582883908394e-01 4.294231822018617084e-01 -2.592505242444408942e-01 4.892832145355657802e-03
6.062487097159440452e+00 8.669353557502468277e-01 4.272561608997206828e-01 -2.938903143128647200e-01 -4.874374246794908189e-02
6.162487097159440097e+00 8.376650318665510575e-01 4.196049816583845571e-01 -2.846756595556864111e-01 -1.044364792920981500e-01
6.262487097159439742e+00 8.098534152429178734e-01 4.063809818161775445e-01 -2.715087753228224710e-01 -1.597687692283480121e-01
6.362487097159439386e+00 7.844396280176897385e-01 3.877489784091990854e-01 -2.379033605208272506e-01 -2.121569143431439042e-01
6.462487097159439031e+00 7.597499691280020784e-01 3.641336863894176212e-01 -2.659095204782395139e-01 -2.590671540900622571e-01
6.562487097159438676e+00 7.312961236726182035e-01 3.361737219745991601e-01 -3.038152638706810849e-01 -2.988404982480524774e-01
6.662487097159438321e+00 6.974864377502629775e-01 3.046393306187497041e-01 -3.775584870877485844e-01 -3.304353098197304051e-01
6.762487097159437965e+00 6.562895541077634620e-01 2.703704115615110926e-01 -4.419329083004966963e-01 -3.535213448399330827e-01
6.862487097159437610e+00 6.094875383682105685e-01 2.342197974874151989e-01 -4.923436562877929190e-01 -3.680722827578212231e-01
6.962487097159437255e+00 5.585420958749294229e-01 1.970368949916440071e-01 -5.216167603421069110e-01 -3.741962368944670159e-01
7.062487097159436900e+00 5.060069838637154538e-01 1.596560419630598804e-01 -5.280968563509024216e-01 -3.720553999175431059e-01
7.162487097159436544e+00 4.525970785317837697e-01 1.228938105455259222e-01 -5.390081937784670929e-01 -3.618905796459490620e-01
7.262487097159436189e+00 3.997617329490404936e-01 8.752775155747641311e-02 -5.088910037098136607e-01 -3.442185714059499690e-01
7.362487097159435834e+00 3.510204342627343266e-01 5.428849808900856194e-02 -4.687435473037281364e-01 -3.194026545474982215e-01
7.462487097159435478e+00 3.066140830191613764e-01 2.387016709236841616e-02 -4.135028554325578254e-01 -2.878982131548255552e-01
7.562487097159435123e+00 2.684736539246463383e-01 -3.086422105410772249e-03 -3.490618234707948964e-01 -2.502589847076119312e-01
7.662487097159434768e+00 2.381093253051606018e-01 -2.599777155992973737e-02 -2.530192333202891386e-01 -2.070923937166710971e-01
7.762487097159434413e+00 2.171845188355276679e-01 -4.433734065416494730e-02 -1.674791289306240272e-01 -1.589164943035642208e-01
7.862487097159434057e+00 2.059677008699601630e-01 -5.763826258759961046e-02 -5.242805014521129126e-02 -1.064420694844208370e-01
7.962487097159433702e+00 2.053808061347039138e-01 -6.550371215225560262e-02 3.172993474594787422e-02 -5.033181566704518495e-02
8.062487097159433347e+00 2.113420348387278214e-01 -6.762110120523244505e-02 8.436128200358167240e-02 8.267734352518305019e-03
8.162487097159432992e+00 2.226648407777042649e-01 -6.382301621087678456e-02 1.496724093214032159e-01 6.768707360721852584e-02
8.262487097159432636e+00 2.412238304526955479e-01 -5.410859640140566751e-02 2.106798780060549769e-01 1.263578965900136464e-01
8.362487097159432281e+00 2.632781491940598406e-01 -3.863112788798483271e-02 2.290354398834284211e-01 1.826203075113342345e-01
8.462487097159431926e+00 2.863986844844506052e-01 -1.773394431719427233e-02 2.288696903991050413e-01 2.343971209221642482e-01
8.562487097159431571e+00 3.091333345842704472e-01 8.026567910870398281e-03 2.296296882065242961e-01 2.795332521668092429e-01
8.662487097159431215e+00 3.330746968685597831e-01 3.788880921058741108e-02 2.537188607039205235e-01 3.161748947713821090e-01
8.762487097159430860e+00 3.604845437477359749e-01 7.093838913502069354e-02 2.941890785371777950e-01 3.431438037108438532e-01
8.862487097159430505e+00 3.919371112970169158e-01 1.061760088006074021e-01 3.368767692321854024e-01 3.598808067153467238e-01
